text,polarity
من از ديجيکالا خريدم-در خريد اين گوشي شک نکنيد - واقعا گوشي خوبيه از هر لحاظ -  کيفيت صفحه فوق العاده اي داره - مشکل زاويه ديد به هيچ وجه نداره - بلندگو گوشي با کيفيت هست - به نظرم زيباترين گوشي جهان xperia tx  هست.,2
ظاهرا دستگاه به درستي کپي خور نشده بود.,-1
فعلا فرصت کار ببيشتر و تست سخت افزارش پيش نيومده .,0
امکانات نرم افزاری مختلف سامسونگ مانند Pop Up Play و Smart Stay نیز بر روی این تبلت وجود دارد.,0
همچنین مجهز به لنز با توانایی زوم اپتیکال 20 برابر نیز می‌باشد.,1
همانطور که گفتیم،  توانایی ایجاد بزرگنمایی لنز SX50 HS بی نظیر است.,2
این پیشرفت نخست در کیفیت فیلم برداری و سپس لرزش گیر تصویر رخ داده است.,1
همانند مدل‌های پیشین،  FT3 هم ظاهری کاملا نا ظریف دارد که در کف دست کاملا محکم احساس می‌شود.,-2
به  همين دليل است که اپل در صدر جدول قرار گرفته .,0
در حقیقت می‌توان به جرات گفت که کمتر تبلتی در بازار وجود که دوربینی به خوبی دوربینStylistic    داشته باشد.,1
بايد تو تست ببينيم چي ميشه,0
در کل همانطور که گفتیم،  SX160 IS همانند مدل های پیشین خود دوربین کامپکت سوپرزوم ارزان قیمتیست که امکانات خوبی ارائه می کند.,1
در نهایت GALAXY Tab 2،  یکی از بهترین تبلت های موجود در بازار و برای کسانی به دنبال یک تبلت کوچک با امکانات فوق العاده می گردند،  بسیار مناسب است.,2
شما با داشتن اين گوشي هيچوقت احساس پشيماني نخواهيد کرد و از خريدش کاملاً راضي خواهيد بود چرا که اين گوشي در آينده نيز حرفهاي بسياري براي گفتن خواهد داشت.,1
عکسبرداريش ضعيفه و عکسارو بدون فلاش خيلي تاريک ميندازه.,-2
پرینتری چند کاره از رده‌ی Entry Level یا سطح مبتدی.,0
در مقايسه با نوکيا 500 هم سرعتش فوق‌العاده بالاتره هم wlan سرعت خيلي بالاتر و گيرنده‌ي قويتري داره و هم برنامه هايي که اون به خاطر سيستم اندرويد ميگره خب خيلي خيلي بيشتره.,2
در مجموع می‌توانیم بگوییم که سامسونگ از صفحات نمایشی فراتر از انتظار ما از یک لپ ‌تاپ ارزان قیمت،  در ساخت سری 3 استفاده کرده است.,1
در جلوی Xperia ray صفحه نمایش 3.3 اینچی لمسی خازنی با رزلوشن 480x854 قرار دارد که تراکم پیکسلی بسیار بالای 297ppi را ارائه می‌دهد.,1
صفحه نمايش اين گوشي کيفيت بسيار خوب و راضي کننده اي داره که هيچ مشکلي حتي در زير نور افتاب احساس نمي کنيد.,2
این دوربین ایده آل برای ورزشهای از قبیل پرواز، دوچرخه سواری،  اسکی و اسکیت،  سنگ نوردی،  کوه نوردی،  غار نوردی،  بانجی جامپینگ،  قایق رانی و دیگر ورزشهای از این دست می باشد. 2- مدل HD MotorSports HERO که مناسب برای علاقه مندان اتومبیل رانی،  موتور سواری،  دوچرخه سواری،  کارتینگ و جت اسکی می باشد.,1
دليل من داغ شدن اون هست و البته داغ شدن سيستم بعد از حدود يک ساعت و خورده اي بازي !,-1
درآخر بايد اعتراف کنم که سي‌پي‌يو اون تحت هيچ شرايطي کم نمياره.,2
"اين دوربينو من يه هفته اي ميشه خريدم 
تصوير برداري در حد خيلي خيلي عاليه 
زومش بي نظيره بدون افت هنگام عکاسي محشره
خيلي خوش دستو خوش فرمه
اما يه چيزي خيلي نگرانم ميکنه سايز عکسا در حد 35 در 26 سانتي متره البته اضافه کنم با رزولوشن 350 dpi 
ولي اينکه هنگام زوم عکسا نويز دارن و کيفيت ندارن خيلي به همم مي ريزه
کاش ميتونستم عکس با سايز بنر بگيرم که تو زوم مشکلي نداشته باشن
",1
شرایط سختی که معمولا ماجراجویان و ورزشکاران در آن‌ها قرار می‌گیرند و البته نیاز به ثبت لحظات پر مخاطره‌ی خود را نیز دارند.,0
با عرض ادب.,0
بدین ترتیب که وقتی در بزرگنمایی های بالا در حال عکاسی از سوژه هستید،  لرزش دست شما منجر به تار شدن تصویر گردد.,-1
دوربین برخلاف تصور خیلی از کاربران، دوربین این گوشی نسبت به مدل پیشین یعنی Galaxy S II، تغییرات بسیاری داشته است.,0
nfc نداره اصلا..,0
نسل جديد لپ تاپ هاي MacBook Pro  با قابليت Retina Display که تنها در سايز 15.4 اينچ عرضه مي شود داراي مشخصات رويايي يک سيستم قابل حمل مي باشد.,0
متشکرم ديجي کالا,0
طراحی و ساختاز لحاظ طراحی،  Galaxy S III کمی تغییر نسبت به دو برادر کوچک‌تر خود یعنی Galaxy S و Galaxy S II داشته است.,0
بدین معنی که وقتی آن را بر روی مود Smart Auto می‌گذارید،  تبدیل به یک دوربین کاملا خودکار می‌شود،  کافی است که آن را به سوی سوژه نشانه بروید و دکمه‌ی شاتر را بفشارید تا بهترین و با کیفیت‌ترین عکس گرفته شود.,2
• سخت افزار داخلی و باتری هدف کاربری این نوت‌بوک دقیقا کارهای ساده اداری یا خانگی می‌باشد.,0
من اکثر بازيهارو روش نصب کردم و جواب داد,2
لازم به ذکر است که نتایج بدست آمده،  حاصل آزمایش‌های متخصصان آناندتک می‌باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,0
بنابراین برای یافتن مشخصات سخت افزاری محصولات این کمپانی،  شرکت‌های مختلف بر روی آن‌ها تحقیق و آزمایش‌های مختلفی را انجام می‌دهند.,0
البته منصفانه باید بگوییم برای کسانی که قبلا از iPhone 4S استفاده می‌کردند خرید iPhone 5 چندان هوشمندانه نیست، چرا که تغییر و تحول زیادی نداشته است، اما برای بقیه افراد می‌تواند یک تنوع بسیار جذاب محسوب گردد.,1
نکته جالب در مورد Nexus 4 این است که این گوشی دارای کیت داخلی شارژ بی‌سیم نیز می‌باشد و می‌توان آن را توسط دستگاه های شارژر بی‌سیم نیز شارژ کرد.,1
با این حال پشتیبانی از این نوع باتری ها باعث می شود که اگر به سفری ماجراجویانه رفتید که به الکتریسیته برای شارژ باتری دسترسی نداشتید می توانید چند جفت باتری غیر قابل شارژ با خود ببرید تا هر با که یک جفت تمام شد آن را تعویض کنید.,0
نسل بعدي Snapdragon S4 Prime تازه در حد Exynos 5 هست و در مقابل Exynos 6  هيچي نيست.,0
هرچند که این لنز همان فاصله ی کانونی 28-200 میلی متر را پوشش می دهد و بزرگنمایی در حد 7 برابر را می تواند ایجاد کند،  با این حال این لنز از لنزی که بر روی دو مدل قبلی وجود داشت کاملا سریع تر است.,1
